task_id,activity_name,building,level,axis,discipline,activity_type,is_outdoor,planned_start,planned_finish,planned_duration_days,predecessor_count,is_critical_path,float_days,contractor_id,contractor_avg_delay_days,contract_type,season,material_delivery_status,crew_size,open_rfi_count,open_ncr_count,pending_submittal_count,actual_finish_date,delay_days,delay_category
ACT-00116,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Delivery and Submission,A1,L03,B,Civil,Design,0,2025-04-11,2025-04-12,1,1,0,1,Vendor_B,-0.3,Lump Sum,Spring,Ordered,2,1,0,0,2025-04-20,8.2,Mild
ACT-00117,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Approval,A1,L03,B,Civil,Design,0,2024-08-31,2024-09-17,17,1,0,1,Vendor_D,4.7,Time & Material,Summer,Delivered,2,2,0,0,2024-09-21,4.4,On Time
ACT-00118,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Delivery and Submission,A1,L03,A,Civil,Design,0,2025-04-19,2025-05-01,12,3,0,18,Vendor_G,16.6,Time & Material,Spring,Delivered,1,1,1,1,2025-05-18,17.1,Severe
ACT-00119,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Approval,A1,L03,A,Civil,Design,0,2024-06-12,2024-06-22,10,0,0,7,Vendor_E,6.3,Unit Price,Summer,Delivered,2,1,0,0,2024-06-30,7.5,Mild
ACT-00120,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Delivery and Submission,A1,L03,C,Civil,Design,0,2024-09-25,2024-10-14,19,3,0,1,Vendor_C,1.4,Lump Sum,Autumn,Delivered,2,0,0,2,2024-10-13,-0.9,On Time
ACT-00121,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Approval,A1,L03,C,Civil,Design,0,2024-06-13,2024-06-16,3,2,0,6,Vendor_A,-0.5,Time & Material,Summer,Delivered,2,1,0,1,2024-06-18,2.0,On Time
ACT-00122,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Delivery and Submission,A1,L03,D,Civil,Design,0,2024-05-10,2024-05-28,18,3,0,1,Vendor_G,16.7,Lump Sum,Spring,Delivered,3,0,2,0,2024-06-13,15.9,Moderate
ACT-00123,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Approval,A1,L03,D,Civil,Design,0,2024-08-29,2024-09-09,11,3,1,0,Vendor_B,0.9,Lump Sum,Summer,Delivered,3,0,0,1,2024-09-10,1.2,On Time
ACT-00124,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Delivery and Submission,A1,L03,E,Civil,Design,0,2024-07-13,2024-08-14,32,2,0,8,Vendor_B,0.3,Unit Price,Summer,In Transit,2,2,0,0,2024-08-19,5.2,Mild
ACT-00125,RC Decking & Topping Concrete +18.00 - Rc Works - Execution Design Approval,A1,L03,E,Civil,Design,0,2025-03-15,2025-04-20,36,3,0,15,Vendor_C,1.0,Lump Sum,Spring,Delivered,3,1,0,2,2025-04-26,5.5,Mild
ACT-00126,SOG Design - Computational Note,A1,U00,---,Civil,Design,1,2025-02-21,2025-03-03,10,3,0,5,Vendor_C,1.6,Lump Sum,Winter,Delivered,3,1,0,0,2025-03-05,2.3,On Time
ACT-00127,SOG Design - (Changed),A1,U00,---,Civil,Design,1,2024-07-26,2024-08-12,17,2,0,4,Vendor_G,17.0,Unit Price,Summer,Delivered,2,0,0,0,2024-08-26,14.0,Moderate
ACT-00128,SOG Design - Drawings A-B-C-D-E (Changed),A1,U00,---,Civil,Design,1,2025-07-03,2025-07-09,6,3,0,9,Vendor_A,-0.1,Lump Sum,Summer,Delivered,1,2,0,0,2025-07-14,5.0,On Time
ACT-00129,Revised SOG Design Computational Notes,A1,U00,---,Civil,Design,1,2025-06-23,2025-07-09,16,3,0,13,Vendor_E,6.6,Lump Sum,Summer,In Transit,2,1,0,1,2025-07-21,11.9,Moderate
ACT-00130,Revised SOG Design Computational Notes Approval,A1,U00,---,Civil,Design,1,2025-05-24,2025-05-30,6,1,0,0,Vendor_A,0.6,Time & Material,Spring,Delivered,2,1,0,0,2025-05-31,1.1,On Time
ACT-00131,Revised SOG Design - Drawings B,A1,U00,B,Civil,Design,1,2024-11-26,2024-12-11,15,2,1,0,Vendor_B,-0.3,Unit Price,Autumn,Delivered,2,1,0,0,2024-12-12,1.3,On Time
ACT-00132,Revised SOG Design - Drawings A,A1,U00,A,Civil,Design,1,2024-08-24,2024-09-14,21,1,1,0,Vendor_E,7.7,Lump Sum,Summer,Delivered,1,1,1,0,2024-09-28,14.3,Moderate
ACT-00133,Revised SOG Design - Drawings C,A1,U00,C,Civil,Design,1,2024-07-02,2024-07-14,12,2,0,21,Vendor_F,10.0,Unit Price,Summer,In Transit,3,0,0,0,2024-07-30,15.5,Moderate
ACT-00134,Revised SOG Design - Drawings D,A1,U00,D,Civil,Design,1,2024-01-23,2024-02-05,13,0,0,12,Vendor_C,3.7,Lump Sum,Winter,In Transit,1,1,1,2,2024-02-16,10.9,Mild
ACT-00135,Revised SOG Design - Drawings E & F & EXT,A1,U00,E,Civil,Design,1,2024-12-21,2025-01-07,17,1,1,0,Vendor_E,8.3,Time & Material,Winter,Delivered,1,0,1,2,2025-01-20,12.6,Moderate
ACT-00136,Precast Main Columns Execution Design Delivery and Submission,A1,---,B,Civil,Design,0,2024-11-08,2024-11-12,4,0,0,10,Vendor_G,16.2,Lump Sum,Autumn,Delivered,3,2,0,1,2024-11-24,12.5,Moderate
ACT-00137,Precast Main Columns Execution Design Approval,A1,---,B,Civil,Design,0,2024-12-20,2024-12-27,7,3,0,7,Vendor_G,15.6,Unit Price,Winter,Delivered,1,1,0,0,2025-01-12,16.0,Moderate
ACT-00138,Precast Main Columns Shopdrawings,A1,---,B,Civil,Design,0,2024-11-21,2024-12-16,25,0,0,10,Vendor_B,2.7,Time & Material,Autumn,Delivered,1,1,0,1,2024-12-22,5.6,Mild
ACT-00139,Precast Main Columns Execution Design Delivery and Submission,A1,---,A,Civil,Design,0,2024-03-29,2024-04-16,18,3,1,0,Vendor_B,1.0,Time & Material,Spring,Delivered,2,1,0,0,2024-04-18,1.5,On Time
ACT-00140,Precast Main Columns Design Approval,A1,---,A,Civil,Design,0,2025-01-24,2025-01-29,5,0,1,0,Vendor_E,9.5,Lump Sum,Winter,Delivered,1,3,1,0,2025-02-10,12.3,Moderate
ACT-00141,Precast Main Columns Shopdrawings,A1,---,A,Civil,Design,0,2024-07-27,2024-08-22,26,3,1,0,Vendor_D,4.7,Time & Material,Summer,Delivered,1,1,0,2,2024-09-03,11.7,Moderate
ACT-00142,Precast Main Columns Execution Design Delivery and Submission,A1,---,C,Civil,Design,0,2024-10-19,2024-11-05,17,3,0,3,Vendor_C,2.2,Lump Sum,Autumn,Delivered,1,0,0,1,2024-11-05,-0.1,On Time
ACT-00143,Precast Main Columns Execution Design Approval,A1,---,C,Civil,Design,0,2024-07-30,2024-08-11,12,0,1,0,Vendor_B,1.3,Lump Sum,Summer,Delivered,2,0,1,2,2024-08-13,2.3,On Time
ACT-00144,Precast Main Columns Shopdrawings,A1,---,C,Civil,Design,0,2024-01-26,2024-02-06,11,1,1,0,Vendor_D,4.7,Lump Sum,Winter,Delivered,3,4,0,1,2024-02-13,7.3,Mild
ACT-00145,Precast Main Columns Execution Design Delivery and Submission,A1,---,D,Civil,Design,0,2025-05-02,2025-05-08,6,2,1,0,Vendor_C,2.3,Unit Price,Spring,Not Ordered,2,0,0,1,2025-05-14,5.7,Mild
ACT-00146,Precast Main Columns Execution Design Approval,A1,---,D,Civil,Design,0,2024-04-04,2024-04-12,8,1,0,6,Vendor_A,-0.6,Unit Price,Spring,Delivered,1,3,0,0,2024-04-14,2.4,On Time
ACT-00147,Precast Main Columns Shopdrawings,A1,---,D,Civil,Design,0,2024-11-24,2024-12-06,12,0,0,3,Vendor_D,5.4,Unit Price,Autumn,Delivered,2,1,0,0,2024-12-06,0.1,On Time
ACT-00148,Precast Main Columns Execution Design Delivery and Submission,A1,---,E,Civil,Design,0,2025-05-05,2025-05-09,4,3,0,5,Vendor_E,6.7,Time & Material,Spring,Delivered,3,1,0,0,2025-05-15,5.8,Mild
ACT-00149,Precast Main Columns Execution Design Approval,A1,---,E,Civil,Design,0,2024-05-13,2024-05-29,16,0,0,6,Vendor_C,2.0,Lump Sum,Spring,Delivered,3,1,0,2,2024-05-31,2.4,On Time
ACT-00150,Precast Main Columns Shopdrawings,A1,---,E,Civil,Design,0,2024-08-24,2024-09-21,28,2,0,8,Vendor_F,10.5,Lump Sum,Summer,In Transit,2,2,0,1,2024-10-08,17.2,Severe
ACT-00151,Precast Main Columns Execution Design Delivery and Submission,A1,---,F,Civil,Design,0,2024-08-05,2024-09-03,29,0,0,4,Vendor_A,-0.4,Unit Price,Summer,In Transit,2,2,1,0,2024-09-03,-0.5,On Time
ACT-00152,Precast Main Columns Execution Design Approval,A1,---,F,Civil,Design,0,2024-03-03,2024-03-15,12,1,1,0,Vendor_C,2.0,Unit Price,Spring,Delivered,1,1,0,1,2024-03-19,4.1,On Time
ACT-00153,Precast Main Columns Shopdrawings,A1,---,F,Civil,Design,0,2024-08-30,2024-09-10,11,3,0,2,Vendor_G,15.5,Lump Sum,Summer,Ordered,3,0,0,1,2024-09-22,12.4,Moderate
ACT-00154,Precast Main Columns Execution Design Delivery and Submission,A1,---,EXT,Civil,Design,0,2024-09-29,2024-10-06,7,1,0,11,Vendor_B,1.9,Time & Material,Autumn,In Transit,2,0,0,0,2024-10-11,4.6,On Time
ACT-00155,Precast Main Columns Execution Design Approval,A1,---,EXT,Civil,Design,0,2024-01-29,2024-02-06,8,3,0,3,Vendor_A,0.2,Lump Sum,Winter,Delivered,2,1,0,0,2024-02-04,-1.9,On Time
ACT-00156,Precast Main Columns Shopdrawings,A1,---,EXT,Civil,Design,0,2024-10-04,2024-10-13,9,1,1,0,Vendor_C,3.2,Unit Price,Autumn,Ordered,1,2,0,0,2024-10-22,9.3,Mild
ACT-00157,Precast Wind Columns - Zone B Submission,A1,---,B,Civil,Construction,0,2024-03-05,2024-03-14,9,2,1,0,Vendor_B,1.8,Lump Sum,Spring,Ordered,22,3,0,0,2024-03-21,6.7,Mild
ACT-00158,Precast Wind Columns - Zone B Approval,A1,---,B,Civil,Design,0,2025-05-10,2025-05-21,11,0,0,15,Vendor_B,1.1,Lump Sum,Spring,Delivered,1,0,0,2,2025-05-18,-3.2,On Time
ACT-00159,Precast Wind Columns - Zone B Shopdrawings,A1,---,B,Civil,Design,0,2024-12-31,2025-01-17,17,2,0,2,Vendor_G,16.7,Time & Material,Winter,In Transit,1,3,0,1,2025-02-11,24.7,Severe
ACT-00160,Precast Wind Columns - Zone A Submission,A1,---,A,Civil,Construction,0,2024-02-14,2024-02-15,1,6,0,5,Vendor_B,0.3,Lump Sum,Winter,Ordered,11,2,1,1,2024-02-23,7.7,Mild
ACT-00161,Precast Wind Columns - Zone A Approval,A1,---,A,Civil,Design,0,2025-04-05,2025-04-27,22,0,0,11,Vendor_A,0.3,Time & Material,Spring,In Transit,1,1,0,2,2025-04-30,3.2,On Time
ACT-00162,Precast Wind Columns - Zone A Shopdrawings,A1,---,A,Civil,Design,0,2024-07-28,2024-08-26,29,3,1,0,Vendor_F,11.2,Lump Sum,Summer,Delivered,1,0,0,1,2024-09-14,18.8,Severe
ACT-00163,Precast Wind Columns - Zone C Submission,A1,---,C,Civil,Construction,0,2024-05-15,2024-05-20,5,4,1,0,Vendor_C,1.4,Unit Price,Spring,Delivered,12,2,0,2,2024-05-29,8.6,Mild
ACT-00164,Precast Wind Columns - Zone C Approval,A1,---,C,Civil,Design,0,2024-05-31,2024-06-13,13,1,0,2,Vendor_E,7.9,Unit Price,Spring,Not Ordered,1,0,1,1,2024-07-03,19.7,Severe
ACT-00165,Precast Wind Columns - Zone C Shopdrawings,A1,---,C,Civil,Design,0,2024-12-02,2024-12-18,16,3,0,4,Vendor_C,1.6,Lump Sum,Winter,Delivered,2,0,0,0,2024-12-17,-0.6,On Time
ACT-00166,Precast Wind Columns - Zone D Submission,A1,---,D,Civil,Construction,0,2024-02-28,2024-03-14,15,3,0,8,Vendor_G,16.9,Time & Material,Winter,Delivered,24,1,0,0,2024-04-02,18.9,Severe
ACT-00167,Precast Wind Columns - Zone D Approval,A1,---,D,Civil,Design,0,2024-02-15,2024-02-23,8,0,1,0,Vendor_B,1.3,Lump Sum,Winter,Ordered,1,1,1,0,2024-03-03,8.8,Mild
ACT-00168,Precast Wind Columns - Zone D Shopdrawings,A1,---,D,Civil,Design,0,2024-12-18,2024-12-23,5,1,0,8,Vendor_D,5.4,Unit Price,Winter,Delivered,1,0,1,1,2024-12-25,1.7,On Time
ACT-00169,Precast Wind Columns - Zone E Submission,A1,---,E,Civil,Construction,0,2025-06-28,2025-07-08,10,3,1,0,Vendor_F,9.6,Time & Material,Summer,Delivered,23,0,2,2,2025-07-24,15.6,Moderate
ACT-00170,Precast Wind Columns - Zone E Approval,A1,---,E,Civil,Design,0,2024-10-02,2024-10-21,19,0,0,12,Vendor_B,-1.2,Lump Sum,Autumn,Delivered,1,1,0,1,2024-10-14,-7.0,On Time
ACT-00171,Precast Wind Columns - Zone E Shopdrawings,A1,---,E,Civil,Design,0,2024-08-25,2024-09-07,13,0,0,11,Vendor_F,11.2,Lump Sum,Summer,Delivered,1,2,0,0,2024-09-19,12.1,Moderate
ACT-00172,Precast Wind Columns - Zone EXT Submission,A1,---,EXT,Civil,Construction,0,2025-06-09,2025-06-24,15,6,1,0,Vendor_E,7.7,Lump Sum,Summer,Delivered,9,3,0,0,2025-07-08,14.1,Moderate
ACT-00173,Precast Wind Columns - Zone EXT Approval,A1,---,EXT,Civil,Design,0,2024-05-24,2024-05-30,6,3,0,7,Vendor_G,17.3,Lump Sum,Spring,Ordered,1,1,0,0,2024-06-22,23.0,Severe
ACT-00174,Precast Wind Columns - Zone EXT Shopdrawings,A1,---,EXT,Civil,Design,0,2024-05-23,2024-06-02,10,0,1,0,Vendor_G,15.4,Lump Sum,Spring,Delivered,3,2,0,0,2024-06-23,21.2,Severe
ACT-00175,Precast Main Beams Execution Design Delivery and Submission,A1,L01,B,Civil,Design,0,2025-05-17,2025-06-04,18,0,0,6,Vendor_C,1.1,Time & Material,Spring,In Transit,1,1,0,1,2025-06-03,-1.2,On Time
ACT-00176,Precast Main Beams Execution Design Approval,A1,L01,B,Civil,Design,0,2024-12-29,2025-02-04,37,3,0,15,Vendor_D,3.8,Lump Sum,Winter,Not Ordered,3,2,0,2,2025-02-19,14.8,Moderate
ACT-00177,Precast Main Beams Shopdrawings,A1,L01,B,Civil,Design,0,2024-02-13,2024-03-02,18,3,0,12,Vendor_G,14.9,Lump Sum,Winter,Ordered,1,1,0,2,2024-03-22,20.1,Severe
ACT-00178,Precast Main Beams Execution Design Delivery and Submission,A1,L01,A,Civil,Design,0,2025-01-12,2025-01-19,7,1,1,0,Vendor_A,-1.5,Time & Material,Winter,Delivered,3,4,0,2,2025-01-21,1.6,On Time
ACT-00179,Precast Main Beams Design Approval,A1,L01,A,Civil,Design,0,2025-04-01,2025-04-06,5,1,0,19,Vendor_D,3.3,Lump Sum,Spring,Ordered,3,4,0,1,2025-04-13,6.8,Mild
ACT-00180,Precast Main Beams Shopdrawings,A1,L01,A,Civil,Design,0,2024-06-10,2024-06-20,10,0,0,15,Vendor_B,0.6,Unit Price,Summer,In Transit,2,2,0,0,2024-06-20,0.0,On Time
ACT-00181,Precast Main Beams Execution Design Delivery and Submission,A1,L01,C,Civil,Design,0,2024-08-08,2024-09-04,27,3,1,0,Vendor_E,7.5,Lump Sum,Summer,In Transit,2,1,0,1,2024-09-18,14.0,Moderate
ACT-00182,Precast Main Beams Execution Design Approval,A1,L01,C,Civil,Design,0,2024-04-30,2024-05-12,12,1,0,1,Vendor_E,6.8,Unit Price,Spring,Delivered,2,1,0,1,2024-05-19,6.6,Mild
ACT-00183,Precast Main Beams Shopdrawings,A1,L01,C,Civil,Design,0,2024-12-22,2024-12-30,8,1,0,9,Vendor_E,6.5,Lump Sum,Winter,Delivered,3,1,0,1,2025-01-07,8.3,Mild
ACT-00184,Precast Main Beams Execution Design Delivery and Submission,A1,L01,D,Civil,Design,0,2025-01-07,2025-02-05,29,3,1,0,Vendor_G,14.9,Unit Price,Winter,Delivered,1,0,0,0,2025-02-28,22.7,Severe
ACT-00185,Precast Main Beams Execution Design Approval,A1,L01,D,Civil,Design,0,2024-02-21,2024-03-01,9,3,0,2,Vendor_C,-0.4,Time & Material,Winter,Delivered,1,2,0,1,2024-03-01,-0.1,On Time
ACT-00186,Precast Main Beams Shopdrawings,A1,L01,D,Civil,Design,0,2025-01-14,2025-02-03,20,0,1,0,Vendor_D,3.8,Lump Sum,Winter,Delivered,2,3,0,0,2025-02-08,4.7,On Time
ACT-00187,Precast Main Beams Execution Design Delivery and Submission,A1,L01,E,Civil,Design,0,2025-01-04,2025-01-21,17,3,0,2,Vendor_C,1.5,Lump Sum,Winter,Delivered,1,0,1,2,2025-01-19,-1.8,On Time
ACT-00188,Precast Main Beams Execution Design Approval,A1,L01,E,Civil,Design,0,2024-02-02,2024-02-07,5,1,0,2,Vendor_G,14.0,Time & Material,Winter,Delivered,1,0,0,0,2024-02-17,10.5,Mild
ACT-00189,Precast Main Beams Shopdrawings,A1,L01,E,Civil,Design,0,2024-11-09,2024-11-14,5,3,0,9,Vendor_G,17.4,Lump Sum,Autumn,Not Ordered,2,1,0,1,2024-12-17,33.3,Severe
ACT-00190,Precast Main Beams Execution Design Delivery and Submission,A1,L01,F,Civil,Design,0,2024-12-11,2024-12-18,7,2,0,3,Vendor_G,16.9,Lump Sum,Winter,Delivered,1,0,0,0,2025-01-09,21.8,Severe
ACT-00191,Precast Main Beams Execution Design Approval,A1,L01,F,Civil,Design,0,2024-09-03,2024-09-13,10,0,0,6,Vendor_G,15.8,Lump Sum,Autumn,Ordered,2,0,0,0,2024-09-28,15.1,Moderate
ACT-00192,Precast Main Beams Shopdrawings,A1,L01,F,Civil,Design,0,2025-05-15,2025-05-27,12,3,0,7,Vendor_F,9.0,Lump Sum,Spring,Delivered,1,1,0,0,2025-06-04,8.3,Mild
ACT-00193,Precast Main Beams Execution Design Delivery and Submission,A1,L01,EXT,Civil,Design,0,2024-07-10,2024-07-14,4,0,0,14,Vendor_G,17.1,Lump Sum,Summer,In Transit,3,2,0,1,2024-08-09,26.2,Severe
ACT-00194,Precast Main Beams Execution Design Approval,A1,L01,EXT,Civil,Design,0,2024-02-20,2024-03-08,17,3,0,1,Vendor_A,-1.5,Lump Sum,Winter,Delivered,3,4,1,1,2024-03-08,-0.4,On Time
ACT-00195,Precast Main Beams Shopdrawings,A1,L01,EXT,Civil,Design,0,2025-01-11,2025-02-16,36,2,1,0,Vendor_A,-2.6,Lump Sum,Winter,Delivered,2,0,0,0,2025-02-20,4.2,On Time
ACT-00196,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,B,Civil,Design,0,2024-12-06,2024-12-12,6,1,0,16,Vendor_F,9.8,Unit Price,Winter,In Transit,2,1,0,0,2024-12-23,10.6,Mild
ACT-00197,Precast Secondary Beams Design Approval,A1,L01,B,Civil,Design,0,2025-07-02,2025-07-08,6,1,1,0,Vendor_E,7.0,Unit Price,Summer,In Transit,3,1,0,0,2025-07-20,11.6,Moderate
ACT-00198,Precast Secondary Beams Shopdrawings,A1,L01,B,Civil,Design,0,2024-05-18,2024-06-06,19,1,0,2,Vendor_F,10.0,Lump Sum,Spring,Delivered,1,0,1,0,2024-06-15,8.6,Mild
ACT-00199,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,A,Civil,Design,0,2024-08-15,2024-08-23,8,0,0,2,Vendor_E,6.8,Lump Sum,Summer,Not Ordered,2,0,0,1,2024-09-01,8.9,Mild
ACT-00200,Precast Secondary Beams Design Approval,A1,L01,A,Civil,Design,0,2024-09-20,2024-09-27,7,1,0,7,Vendor_A,-3.0,Time & Material,Autumn,Delivered,1,0,1,0,2024-09-23,-3.7,On Time
ACT-00201,Precast Secondary Beams Shopdrawings,A1,L01,A,Civil,Design,0,2025-04-24,2025-05-04,10,1,1,0,Vendor_G,17.4,Time & Material,Spring,Delivered,1,1,1,1,2025-05-21,17.1,Severe
ACT-00202,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,C,Civil,Design,0,2024-08-25,2024-08-30,5,0,1,0,Vendor_E,8.5,Time & Material,Summer,Delivered,3,1,0,0,2024-09-12,12.7,Moderate
ACT-00203,Precast Secondary Beams Design Approval,A1,L01,C,Civil,Design,0,2025-03-06,2025-04-25,50,0,1,0,Vendor_D,3.7,Time & Material,Spring,Delivered,3,3,0,0,2025-05-12,16.8,Moderate
ACT-00204,Precast Secondary Beams Shopdrawings,A1,L01,C,Civil,Design,0,2024-04-08,2024-04-24,16,1,1,0,Vendor_D,5.4,Unit Price,Spring,In Transit,3,1,2,2,2024-05-09,15.4,Moderate
ACT-00205,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,D,Civil,Design,0,2024-08-23,2024-09-02,10,3,0,4,Vendor_D,4.0,Lump Sum,Summer,Ordered,3,1,0,0,2024-09-12,9.8,Mild
ACT-00206,Precast Secondary Beams Design Approval,A1,L01,D,Civil,Design,0,2024-04-07,2024-04-18,11,2,0,1,Vendor_C,2.0,Time & Material,Spring,In Transit,1,1,0,1,2024-04-22,3.7,On Time
ACT-00207,Precast Secondary Beams Shopdrawings,A1,L01,D,Civil,Design,0,2025-06-10,2025-06-22,12,0,1,0,Vendor_F,9.8,Unit Price,Summer,Delivered,2,2,0,0,2025-07-04,11.5,Moderate
ACT-00208,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,E,Civil,Design,0,2024-04-19,2024-04-26,7,2,1,0,Vendor_F,11.5,Unit Price,Spring,In Transit,1,1,0,0,2024-05-12,15.5,Moderate
ACT-00209,Precast Secondary Beams Design Approval,A1,L01,E,Civil,Design,0,2024-08-28,2024-09-16,19,2,0,1,Vendor_B,1.3,Unit Price,Summer,Delivered,2,2,0,3,2024-09-18,2.2,On Time
ACT-00210,Precast Secondary Beams Shopdrawings,A1,L01,E,Civil,Design,0,2024-02-28,2024-03-14,15,0,1,0,Vendor_A,-0.8,Unit Price,Winter,Delivered,2,2,0,2,2024-03-11,-3.1,On Time
ACT-00211,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,F,Civil,Design,0,2025-05-26,2025-06-02,7,2,1,0,Vendor_B,-0.0,Unit Price,Spring,Delivered,2,1,0,0,2025-06-01,-1.0,On Time
ACT-00212,Precast Secondary Beams Design Approval,A1,L01,F,Civil,Design,0,2024-12-16,2024-12-29,13,3,0,8,Vendor_E,5.5,Lump Sum,Winter,Delivered,2,1,1,0,2025-01-04,5.9,Mild
ACT-00213,Precast Secondary Beams Shopdrawings,A1,L01,F,Civil,Design,0,2025-06-17,2025-07-05,18,1,1,0,Vendor_F,11.9,Lump Sum,Summer,Delivered,3,1,0,0,2025-07-18,13.2,Moderate
ACT-00214,Precast Secondary Beams Execution Design Delivery and Submission,A1,L01,EXT,Civil,Design,0,2024-02-06,2024-02-21,15,3,0,25,Vendor_B,0.3,Lump Sum,Winter,In Transit,2,1,0,0,2024-02-29,8.2,Mild
ACT-00215,Precast Secondary Beams Design Approval,A1,L01,EXT,Civil,Design,0,2024-04-18,2024-05-18,30,2,0,7,Vendor_A,-1.8,Lump Sum,Spring,Delivered,3,0,1,1,2024-05-20,1.6,On Time
ACT-00216,Precast Secondary Beams Shopdrawings,A1,L01,EXT,Civil,Design,0,2024-08-07,2024-08-16,9,1,0,4,Vendor_F,10.4,Time & Material,Summer,In Transit,1,1,0,0,2024-09-03,18.0,Severe
ACT-00217,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,B,Architectural,Design,1,2024-12-15,2025-01-24,40,0,1,0,Vendor_B,0.8,Lump Sum,Winter,Delivered,1,0,0,2,2025-01-30,6.3,Mild
ACT-00218,Precast Roof Beams Design Approval,A1,L04,B,Architectural,Design,1,2024-07-10,2024-07-15,5,3,1,0,Vendor_B,-0.7,Time & Material,Summer,Ordered,1,0,1,0,2024-07-23,8.2,Mild
ACT-00219,Precast Roof Beams Shopdrawings,A1,L04,B,Architectural,Design,1,2025-02-02,2025-02-16,14,1,1,0,Vendor_A,-0.6,Lump Sum,Winter,Delivered,3,1,0,2,2025-02-20,3.7,On Time
ACT-00220,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,A,Architectural,Design,1,2024-04-13,2024-05-01,18,0,1,0,Vendor_G,15.7,Time & Material,Spring,In Transit,2,1,1,1,2024-05-21,20.1,Severe
ACT-00221,Precast Roof Beams Design Approval,A1,L04,A,Architectural,Design,1,2024-12-04,2024-12-14,10,3,0,6,Vendor_B,-0.2,Lump Sum,Winter,Ordered,1,0,0,2,2024-12-22,8.2,Mild
ACT-00222,Precast Roof Beams Shopdrawings,A1,L04,A,Architectural,Design,1,2024-08-16,2024-09-02,17,3,1,0,Vendor_A,-1.8,Lump Sum,Summer,Delivered,3,2,0,1,2024-09-04,2.1,On Time
ACT-00223,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,C,Architectural,Design,1,2024-10-15,2024-10-26,11,3,0,1,Vendor_G,16.4,Lump Sum,Autumn,Delivered,2,1,0,2,2024-11-08,12.9,Moderate
ACT-00224,Precast Roof Beams Design Approval,A1,L04,C,Architectural,Design,1,2024-11-17,2024-11-23,6,3,0,14,Vendor_B,-2.0,Lump Sum,Autumn,Delivered,2,0,1,0,2024-11-24,0.7,On Time
ACT-00225,Precast Roof Beams Shopdrawings,A1,L04,C,Architectural,Design,1,2024-02-16,2024-03-08,21,2,0,6,Vendor_E,6.9,Lump Sum,Winter,Delivered,2,1,1,0,2024-03-25,17.3,Severe
ACT-00226,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,D,Architectural,Design,1,2025-05-27,2025-07-05,39,0,0,3,Vendor_B,1.1,Unit Price,Spring,Delivered,2,1,0,2,2025-07-07,2.1,On Time
ACT-00227,Precast Roof Beams Design Approval,A1,L04,D,Architectural,Design,1,2025-03-14,2025-03-21,7,1,0,4,Vendor_E,7.4,Lump Sum,Spring,Ordered,2,1,2,0,2025-03-30,8.6,Mild
ACT-00228,Precast Roof Beams Shopdrawings,A1,L04,D,Architectural,Design,1,2024-09-09,2024-09-25,16,0,0,7,Vendor_B,1.7,Time & Material,Autumn,Delivered,1,2,0,0,2024-09-29,4.1,On Time
ACT-00229,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,E,Architectural,Design,1,2024-11-05,2024-11-12,7,2,1,0,Vendor_D,4.6,Unit Price,Autumn,Delivered,2,0,0,0,2024-11-21,8.8,Mild
ACT-00230,Precast Roof Beams Design Approval,A1,L04,E,Architectural,Design,1,2024-02-01,2024-02-18,17,2,0,6,Vendor_C,1.3,Lump Sum,Winter,Ordered,3,2,0,1,2024-02-24,6.3,Mild
ACT-00231,Precast Roof Beams Shopdrawings,A1,L04,E,Architectural,Design,1,2024-10-09,2024-10-17,8,1,0,9,Vendor_E,7.3,Unit Price,Autumn,Delivered,3,2,1,1,2024-10-24,6.7,Mild
ACT-00232,Precast Roof Beams Execution Design Delivery and Submission,A1,L04,EXT,Architectural,Design,1,2024-09-01,2024-09-29,28,1,0,5,Vendor_E,7.6,Lump Sum,Autumn,Delivered,2,1,1,1,2024-10-15,16.1,Moderate
ACT-00233,Precast Roof Beams Design Approval,A1,L04,EXT,Architectural,Design,1,2024-08-04,2024-08-09,5,0,0,3,Vendor_G,15.2,Unit Price,Summer,Delivered,1,0,0,1,2024-08-15,5.6,Mild
ACT-00234,Precast Roof Beams Shopdrawings,A1,L04,EXT,Architectural,Design,1,2025-03-30,2025-04-07,8,3,1,0,Vendor_C,2.6,Unit Price,Spring,In Transit,1,2,0,1,2025-04-13,6.5,Mild
